Tweet ID,Corpus,Source
501,CAIRO (AP) — Hamas announces it has accepted an Egyptian-Qatari cease-fire proposal.,After
975,Breaking: the second group of Hamas hostages has been released to the Red Cross.,After
731,Breaking: Israels government has approved the outline of a deal to secure the release of some hostages held by Hamas.,After
169,"Breaking:  WASHINGTON (AP) — Biden says Im not supplying the weapons if Israel launches assault on Gazas Rafah, after US paused bomb shipment.",After
933,"Blinken: Were close to a deal! Hamas: Nope. Blinken: The deal isnt dead! Hamas: ::sends suicide bomber to Tel Aviv:: Blinken: We can still make a deal!  The WH is trying to delay action beyond the DNC. In doing so, its telegraphing weakness to Iran, Hezbollah, and Hamas.",After
421,"Biden: I caution this while you feel that rage, dont be consumed by it. After 9/11, we were enraged in the US. While we sought justice and got justice, we also made mistakes… The vast majority of Palestinians are not Hamas. Hamas does not represent the Palestinian people.",After
135,"Biden now wants to create a separate label for Jewish-made products from the West Bank (AKA Judea & Samaria). Maybe its just me, but creating separate labels for Jews doesnt exactly have the best track record.",After
802,"BREAKING:  Islamist terror attack likely targeting Taylor Swift concert in Austria foiled.  The authorities revealed that the IS supporting terrorists where planning to detonate, most likely at one of the three Taylor Swift concerts taking place in Vienna this weekend.  2 men",After
847,"BREAKING. Vice President Harris on Israel-Gaza:  ""Israel has a right to defend itself, and how it does so matters.""  ""The images of dead children and desperate, hungry people fleeing for safety, sometimes displaced for the second, third or fourth time — we cannot look away in the",After
197,"As the narrative that Israel bombed a hospital in Gaza continues to fall apart, I have to ask: Why was the media so quick to believe the words of jihadi terrorists who murdered American citizens?",After
442,"As the Israeli assault on Gaza becomes even more transparently indefensible, I’d like to take on the three main “justifications” that I get the most.  1) They have to finish the job! Hamas must be defeated!  The obvious moral hypocrisy of believing that you are justified in",After
186,"As recently as 2020, the Israeli government was begging Arab governments to continue funding Hamas.  Ask yourself why theyd do that.  Ask yourself why the most secure border on earth fell to people on paragliders.  Consider who this war benefits:  - Netanyahu, whose corruption",After
939,"As every single person knows, this ends when Hamas surrenders. But Hamas wont surrender. Because theyre counting on useful idiots to preserve their power. Hamas seeks Palestinian suffering.",After
740,"As a jew, I have a sacred duty to support the candidate who believes in democracy and the rule of law, and not the candidate who was the driving force behind January 6.",After
170,"As a Jew, I know that othering against one group leads to othering the rest of us",After
543,"Are u fucking kidding me?? At least 400 Palestinians killed by Israel in a targeted attack on a refugee camp. Every US official supporting this has blood on their hands, but it starts at the top. Biden must resign. Blinken must resign. Not one penny more for Israel. #CeasefireNOW",After
750,Agreed. This is precisely why Palestinian civilians in Gaza should listen to Israels warnings and leave target areas -- and it is also precisely why Hamas is telling them not to do so.,After
214,"Adelson: Jews have a ""sacred duty"" to vote for Trump.  Let that sink in.  Trump: Jews ""would have a lot to do with the loss"" if Harris wins.  Let that sink in.  This is not normal. Dont let anyone tell you either of these things are OK to say.  @birenbomb was there. x.com/TheNVIndy/stat…",After
101,"According to the White House, President Biden spoke by phone with the family of the two Americans released today after being taken hostage by Hamas.",After
805,"@ComicDaveSmith, the reason Jewish people call you a self-hating Jew is because youre completely quite on the ""protests"" on college campuses that are straight up calling for ""more Oct 7th 10,000 times"", &""Go home to Poland Jew"".  Youre vocal on many things, why quite on this?",After
348,"134 Innocent Hostages including 6 Americans are still being held by Hamas, Gazans and Palestinians. Not one word DEMANDING THEIR RELEASE from our President. On Oct 7th the Jewish People experienced the worst genocide since the Holocaust and we hear more about the suffering of",After
719,".@bennydav, a Jew who survived the 1976 terrorist plane highjacking, explains why the Jewish people cant just leave Israel for safety reasons: ""Where do you want us to go? The people of Israel will stand and defend our land. Because this is the only one we’ve got.""",After
274,#BREAKING Hamas claims to have fired two rockets at Tel Aviv.  Residents report hearing explosions.,After
345,"""You see, when we say kill all Jews its aspirational. We dont actually mean it. unless its possible and then, of course, wed be all over it.""     Words have meaning. This mealy-mouthed bullshit excuse is pathetic. You know exactly what you are doing.",After
630,"""The prime minister, who has prided himself on his vast political experience and irreplaceable wisdom in security matters, completely failed to identify the dangers he was consciously leading Israel into when establishing a government of annexation and dispossession.""  These",After
483,"""The court said this must happen: You, Israel must stop your offensive in Rafah period. It has nothing to do with Hamas is doing, it has nothing to do with anybody else is doing. It has nothing to do with what Israel says or doesnt say anything the court made an or the UN",After
984,"""The corruption of one man in Israel has brought the whole world to the brink of war because his corruption and weakness stirred evil, and when evil sees weakness, it strikes.""  More on how corrupt politicians like Netanyahu and Trump threaten the world:",After
156,"""I don’t know, frankly, who should control Gaza when or if Hamas is wiped out. But I do know it cant be Benjamin Netanyahu.""  Piers Morgan criticises the Israeli Prime Ministers plans to occupy Gaza after the bombing is done.  @piersmorgan. @TalkTV. #PMU",After
709,"""Hamas, to my great regret, is Israel’s creation.""  These are the words of Avner Cohen, a former Israeli religious affairs official who worked in Gaza for decades.  As you watch the death and destruction that is currently unfolding in Israel and Palestine, its important for you",After
892,"""Hamas started the war with a massacre, took these hostages and hid them in a crowded civilian area. Then, when Israel came to free them, Hamas responded with heavy fire, including RPGs—yet people are condemning Israel. It makes us wonder if the West has lost the moral",After
