Subject_ID,Tweet_ID,Sentence,Tokens,Indexed_Tokens,Segments_IDs
41,395,[CLS] They murdered cold blood six people taken hostage almost year ago including American days ago attempt sow seeds political chaos [SEP],"['[CLS]', 'they', 'murdered', 'cold', 'blood', 'six', 'people', 'taken', 'hostage', 'almost', 'year', 'ago', 'including', 'american', 'days', 'ago', 'attempt', 'so', '##w', 'seeds', 'political', 'chaos', '[SEP]']","[101, 2027, 7129, 3147, 2668, 2416, 2111, 2579, 13446, 2471, 2095, 3283, 2164, 2137, 2420, 3283, 3535, 2061, 2860, 8079, 2576, 8488, 102]","[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76]"
41,395,[CLS] A points   [SEP],"['[CLS]', 'a', 'points', '[SEP]']","[101, 1037, 2685, 102]","[77, 77, 77, 77]"
41,395,[CLS] Hamas must extirpated [SEP],"['[CLS]', 'hamas', 'must', 'ex', '##ti', '##rp', '##ated', '[SEP]']","[101, 22129, 2442, 4654, 3775, 14536, 4383, 102]","[78, 78, 78, 78, 78, 78, 78, 78]"
41,395,[CLS] It thing moral practical level [SEP],"['[CLS]', 'it', 'thing', 'moral', 'practical', 'level', '[SEP]']","[101, 2009, 2518, 7191, 6742, 2504, 102]","[79, 79, 79, 79, 79, 79, 79]"
41,395,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[80, 80]"
41,395,[CLS] No deal leaves Hamas place allows reHamasization Gaza morally justifiable aside Hamas rejected every deal [SEP],"['[CLS]', 'no', 'deal', 'leaves', 'hamas', 'place', 'allows', 're', '##ham', '##asi', '##zation', 'gaza', 'morally', 'just', '##if', '##iable', 'aside', 'hamas', 'rejected', 'every', 'deal', '[SEP]']","[101, 2053, 3066, 3727, 22129, 2173, 4473, 2128, 3511, 21369, 9276, 14474, 28980, 2074, 10128, 19210, 4998, 22129, 5837, 2296, 3066, 102]","[81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81]"
41,395,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[82, 82]"
41,395,[CLS] The Biden White House spent months delaying Israels entry Rafah including withholding armaments [SEP],"['[CLS]', 'the', 'bid', '##en', 'white', 'house', 'spent', 'months', 'delaying', 'israel', '##s', 'entry', 'raf', '##ah', 'including', 'with', '##holding', 'armament', '##s', '[SEP]']","[101, 1996, 7226, 2368, 2317, 2160, 2985, 2706, 29391, 3956, 2015, 4443, 7148, 4430, 2164, 2007, 23410, 14410, 2015, 102]","[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
41,395,[CLS] Would hostages liberated March Biden administration hadnt stood way playing effective defense Hamas [SEP],"['[CLS]', 'would', 'hostages', 'liberated', 'march', 'bid', '##en', 'administration', 'hadn', '##t', 'stood', 'way', 'playing', 'effective', 'defense', 'hamas', '[SEP]']","[101, 2052, 19323, 19553, 2233, 7226, 2368, 3447, 2910, 2102, 2768, 2126, 2652, 4621, 3639, 22129, 102]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
41,395,[CLS] A tragic day Israelis Americans [SEP],"['[CLS]', 'a', 'tragic', 'day', 'israelis', 'americans', '[SEP]']","[101, 1037, 13800, 2154, 28363, 4841, 102]","[85, 85, 85, 85, 85, 85, 85]"
41,395,[CLS] Evil must always fought [SEP],"['[CLS]', 'evil', 'must', 'always', 'fought', '[SEP]']","[101, 4763, 2442, 2467, 4061, 102]","[86, 86, 86, 86, 86, 86]"
41,395,[CLS] There way [SEP],"['[CLS]', 'there', 'way', '[SEP]']","[101, 2045, 2126, 102]","[87, 87, 87, 87]"
39,572,[CLS] The proHamas account  Iran Observer  promoting Trump s speech last night called Hezbollah  a smart organization  Story   [SEP],"['[CLS]', 'the', 'pro', '##ham', '##as', 'account', 'iran', 'observer', 'promoting', 'trump', 's', 'speech', 'last', 'night', 'called', 'hezbollah', 'a', 'smart', 'organization', 'story', '[SEP]']","[101, 1996, 4013, 3511, 3022, 4070, 4238, 9718, 7694, 8398, 1055, 4613, 2197, 2305, 2170, 25713, 1037, 6047, 3029, 2466, 102]","[88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88]"
41,735,[CLS] The predictable results Bidens disgusting weapons cutoff threat   [SEP],"['[CLS]', 'the', 'predictable', 'results', 'bid', '##ens', 'disgusting', 'weapons', 'cut', '##off', 'threat', '[SEP]']","[101, 1996, 21425, 3463, 7226, 6132, 19424, 4255, 3013, 7245, 5081, 102]","[89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89]"
41,735,[CLS] Hamas refuses deal [SEP],"['[CLS]', 'hamas', 'refuses', 'deal', '[SEP]']","[101, 22129, 10220, 3066, 102]","[90, 90, 90, 90, 90]"
41,735,[CLS] The hostages including Americans remain [SEP],"['[CLS]', 'the', 'hostages', 'including', 'americans', 'remain', '[SEP]']","[101, 1996, 19323, 2164, 4841, 3961, 102]","[91, 91, 91, 91, 91, 91, 91]"
41,735,[CLS] Hamas knows theyve got Biden side [SEP],"['[CLS]', 'hamas', 'knows', 'they', '##ve', 'got', 'bid', '##en', 'side', '[SEP]']","[101, 22129, 4282, 2027, 3726, 2288, 7226, 2368, 2217, 102]","[92, 92, 92, 92, 92, 92, 92, 92, 92, 92]"
41,735,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[93, 93]"
41,735,[CLS] Israel MUST go Rafah   [SEP],"['[CLS]', 'israel', 'must', 'go', 'raf', '##ah', '[SEP]']","[101, 3956, 2442, 2175, 7148, 4430, 102]","[94, 94, 94, 94, 94, 94, 94]"
41,735,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[95, 95]"
41,735,[CLS] Biden cutting targeted munitions means civilians die   [SEP],"['[CLS]', 'bid', '##en', 'cutting', 'targeted', 'munitions', 'means', 'civilians', 'die', '[SEP]']","[101, 7226, 2368, 6276, 9416, 21061, 2965, 9272, 3280, 102]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]"
41,735,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[97, 97]"
41,735,[CLS] Bidens threat embolden Hezbollah open north [SEP],"['[CLS]', 'bid', '##ens', 'threat', 'em', '##bold', '##en', 'hezbollah', 'open', 'north', '[SEP]']","[101, 7226, 6132, 5081, 7861, 27495, 2368, 25713, 2330, 2167, 102]","[98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98]"
41,735,[CLS] Which makes broader war MORE likely less [SEP],"['[CLS]', 'which', 'makes', 'broader', 'war', 'more', 'likely', 'less', '[SEP]']","[101, 2029, 3084, 12368, 2162, 2062, 3497, 2625, 102]","[99, 99, 99, 99, 99, 99, 99, 99, 99]"
41,735,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[100, 100]"
41,735,[CLS] All forestall Saudi normalization endangering Israel multiple borders [SEP],"['[CLS]', 'all', 'forest', '##all', 'saudi', 'normal', '##ization', 'end', '##anger', '##ing', 'israel', 'multiple', 'borders', '[SEP]']","[101, 2035, 3224, 8095, 8174, 3671, 3989, 2203, 25121, 2075, 3956, 3674, 6645, 102]","[101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101]"
41,735,[CLS] Biden isnt moral blot hes fing moron [SEP],"['[CLS]', 'bid', '##en', 'isn', '##t', 'moral', 'b', '##lot', 'he', '##s', 'fin', '##g', 'mor', '##on', '[SEP]']","[101, 7226, 2368, 3475, 2102, 7191, 1038, 10994, 2002, 2015, 10346, 2290, 22822, 2239, 102]","[102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102]"
83,830,[CLS] The attack Israel territory dispute [SEP],"['[CLS]', 'the', 'attack', 'israel', 'territory', 'dispute', '[SEP]']","[101, 1996, 2886, 3956, 3700, 7593, 102]","[103, 103, 103, 103, 103, 103, 103]"
83,830,[CLS] Its annihilating Jews [SEP],"['[CLS]', 'its', 'ann', '##ih', '##ila', '##ting', 'jews', '[SEP]']","[101, 2049, 5754, 19190, 11733, 3436, 5181, 102]","[104, 104, 104, 104, 104, 104, 104, 104]"
17,290,[CLS] The United Center breaks chants Bring Them Home parents Hersh GoldbergPolin American hostage held Hamas speak DNC [SEP],"['[CLS]', 'the', 'united', 'center', 'breaks', 'chants', 'bring', 'them', 'home', 'parents', 'hers', '##h', 'goldberg', '##pol', '##in', 'american', 'hostage', 'held', 'hamas', 'speak', 'd', '##nc', '[SEP]']","[101, 1996, 2142, 2415, 7807, 29534, 3288, 2068, 2188, 3008, 5106, 2232, 18522, 18155, 2378, 2137, 13446, 2218, 22129, 3713, 1040, 12273, 102]","[105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105]"
17,934,[CLS] The UK government reversed opposition International Criminal Court seeking arrest warrant Israeli PM Benjamin Netanyahu [SEP],"['[CLS]', 'the', 'uk', 'government', 'reversed', 'opposition', 'international', 'criminal', 'court', 'seeking', 'arrest', 'warrant', 'israeli', 'pm', 'benjamin', 'net', '##any', '##ahu', '[SEP]']","[101, 1996, 2866, 2231, 11674, 4559, 2248, 4735, 2457, 6224, 6545, 10943, 5611, 7610, 6425, 5658, 19092, 21463, 102]","[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
39,131,[CLS] The Republican Party wants give Benjamin Netanyahu blank check whatever wants Gaza oversight questions asked [SEP],"['[CLS]', 'the', 'republican', 'party', 'wants', 'give', 'benjamin', 'net', '##any', '##ahu', 'blank', 'check', 'whatever', 'wants', 'gaza', 'oversight', 'questions', 'asked', '[SEP]']","[101, 1996, 3951, 2283, 4122, 2507, 6425, 5658, 19092, 21463, 8744, 4638, 3649, 4122, 14474, 15709, 3980, 2356, 102]","[107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107]"
39,131,[CLS] The fact Democrats disagree make antiSemitic [SEP],"['[CLS]', 'the', 'fact', 'democrats', 'disagree', 'make', 'anti', '##se', '##mit', '##ic', '[SEP]']","[101, 1996, 2755, 8037, 21090, 2191, 3424, 3366, 22930, 2594, 102]","[108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108]"
39,131,[CLS] A large percentage Jewish Democrats disagree [SEP],"['[CLS]', 'a', 'large', 'percentage', 'jewish', 'democrats', 'disagree', '[SEP]']","[101, 1037, 2312, 7017, 3644, 8037, 21090, 102]","[109, 109, 109, 109, 109, 109, 109, 109]"
52,173,[CLS] The Israeli outlet Haaretz confirmed independent journalists user user user reported start Israel invoked Hannibal Directive slaughtered people Oct [SEP],"['[CLS]', 'the', 'israeli', 'outlet', 'ha', '##are', '##tz', 'confirmed', 'independent', 'journalists', 'user', 'user', 'user', 'reported', 'start', 'israel', 'invoked', 'hannibal', 'directive', 'slaughtered', 'people', 'oct', '[SEP]']","[101, 1996, 5611, 13307, 5292, 12069, 5753, 4484, 2981, 8845, 5310, 5310, 5310, 2988, 2707, 3956, 24959, 24181, 16449, 23044, 2111, 13323, 102]","[110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110, 110]"
52,173,[CLS]  th prevent taken captive [SEP],"['[CLS]', 'th', 'prevent', 'taken', 'captive', '[SEP]']","[101, 16215, 4652, 2579, 12481, 102]","[111, 111, 111, 111, 111, 111]"
52,173,[CLS] Former IDF [SEP],"['[CLS]', 'former', 'idf', '[SEP]']","[101, 2280, 24011, 102]","[112, 112, 112, 112]"
77,480,[CLS] The Israeli government put warning friend mine Israel mental health professional [SEP],"['[CLS]', 'the', 'israeli', 'government', 'put', 'warning', 'friend', 'mine', 'israel', 'mental', 'health', 'professional', '[SEP]']","[101, 1996, 5611, 2231, 2404, 5432, 2767, 3067, 3956, 5177, 2740, 2658, 102]","[113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113]"
77,480,[CLS] This good advice [SEP],"['[CLS]', 'this', 'good', 'advice', '[SEP]']","[101, 2023, 2204, 6040, 102]","[114, 114, 114, 114, 114]"
77,480,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[115, 115]"
41,367,[CLS] The Houthi slogan Allahu Akbar Death America Death Israel A Curse Upon Jews Victory Islam Biden cut arms sales Saudi removed Houthis terrorist designation      started negotiating Iran [SEP],"['[CLS]', 'the', 'ho', '##uth', '##i', 'slogan', 'allah', '##u', 'akbar', 'death', 'america', 'death', 'israel', 'a', 'curse', 'upon', 'jews', 'victory', 'islam', 'bid', '##en', 'cut', 'arms', 'sales', 'saudi', 'removed', 'ho', '##uth', '##is', 'terrorist', 'designation', 'started', 'negotiating', 'iran', '[SEP]']","[101, 1996, 7570, 14317, 2072, 14558, 16455, 2226, 20730, 2331, 2637, 2331, 3956, 1037, 8364, 2588, 5181, 3377, 7025, 7226, 2368, 3013, 2608, 4341, 8174, 3718, 7570, 14317, 2483, 9452, 8259, 2318, 18875, 4238, 102]","[116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116]"
41,367,[CLS] All worked great [SEP],"['[CLS]', 'all', 'worked', 'great', '[SEP]']","[101, 2035, 2499, 2307, 102]","[117, 117, 117, 117, 117]"
78,147,[CLS] The Hamas attack Israel horrific criminal stupid [SEP],"['[CLS]', 'the', 'hamas', 'attack', 'israel', 'horrific', 'criminal', 'stupid', '[SEP]']","[101, 1996, 22129, 2886, 3956, 23512, 4735, 5236, 102]","[118, 118, 118, 118, 118, 118, 118, 118, 118]"
78,147,[CLS] It guarantees suffering people [SEP],"['[CLS]', 'it', 'guarantees', 'suffering', 'people', '[SEP]']","[101, 2009, 21586, 6114, 2111, 102]","[119, 119, 119, 119, 119, 119]"
78,147,[CLS] The problem America people simplistic view situation completely removed reality [SEP],"['[CLS]', 'the', 'problem', 'america', 'people', 'sim', '##pl', '##istic', 'view', 'situation', 'completely', 'removed', 'reality', '[SEP]']","[101, 1996, 3291, 2637, 2111, 21934, 24759, 6553, 3193, 3663, 3294, 3718, 4507, 102]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]"
78,147,[CLS] They assume normal relations nowhere savages attack [SEP],"['[CLS]', 'they', 'assume', 'normal', 'relations', 'nowhere', 'savage', '##s', 'attack', '[SEP]']","[101, 2027, 7868, 3671, 4262, 7880, 9576, 2015, 2886, 102]","[121, 121, 121, 121, 121, 121, 121, 121, 121, 121]"
78,147,[CLS] The reality treatment people Gaza also horrific criminal stupid also guarantees incidents like [SEP],"['[CLS]', 'the', 'reality', 'treatment', 'people', 'gaza', 'also', 'horrific', 'criminal', 'stupid', 'also', 'guarantees', 'incidents', 'like', '[SEP]']","[101, 1996, 4507, 3949, 2111, 14474, 2036, 23512, 4735, 5236, 2036, 21586, 10444, 2066, 102]","[122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122]"
78,147,[CLS] We root peace recognize innocent life precious [SEP],"['[CLS]', 'we', 'root', 'peace', 'recognize', 'innocent', 'life', 'precious', '[SEP]']","[101, 2057, 7117, 3521, 6807, 7036, 2166, 9062, 102]","[123, 123, 123, 123, 123, 123, 123, 123, 123]"
78,147,[CLS] And recognize DC stay hell [SEP],"['[CLS]', 'and', 'recognize', 'dc', 'stay', 'hell', '[SEP]']","[101, 1998, 6807, 5887, 2994, 3109, 102]","[124, 124, 124, 124, 124, 124, 124]"
20,997,[CLS] The Ceasefire Shell Game w user [SEP],"['[CLS]', 'the', 'ceasefire', 'shell', 'game', 'w', 'user', '[SEP]']","[101, 1996, 26277, 5806, 2208, 1059, 5310, 102]","[125, 125, 125, 125, 125, 125, 125, 125]"
20,997,[CLS] Independent journalist Sam Husseini completely dismantles state department narrative around ceasefire negotiations who s fault new UN report tells us Israel s use rape torture Hannibal Directive [SEP],"['[CLS]', 'independent', 'journalist', 'sam', 'hussein', '##i', 'completely', 'di', '##sman', '##tle', '##s', 'state', 'department', 'narrative', 'around', 'ceasefire', 'negotiations', 'who', 's', 'fault', 'new', 'un', 'report', 'tells', 'us', 'israel', 's', 'use', 'rape', 'torture', 'hannibal', 'directive', '[SEP]']","[101, 2981, 4988, 3520, 16543, 2072, 3294, 4487, 11512, 9286, 2015, 2110, 2533, 7984, 2105, 26277, 7776, 2040, 1055, 6346, 2047, 4895, 3189, 4136, 2149, 3956, 1055, 2224, 9040, 8639, 24181, 16449, 102]","[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
20,997,[CLS]  [SEP],"['[CLS]', '[SEP]']","[101, 102]","[127, 127]"
41,476,[CLS] The Biden administration effectively preparing make aid Israel contingent [SEP],"['[CLS]', 'the', 'bid', '##en', 'administration', 'effectively', 'preparing', 'make', 'aid', 'israel', 'contingent', '[SEP]']","[101, 1996, 7226, 2368, 3447, 6464, 8225, 2191, 4681, 3956, 15445, 102]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128]"
41,476,[CLS] unspecified changes Israeli policy [SEP],"['[CLS]', 'unspecified', 'changes', 'israeli', 'policy', '[SEP]']","[101, 25851, 3431, 5611, 3343, 102]","[129, 129, 129, 129, 129, 129]"
41,476,[CLS] Which means Israel little nothing appease White House [SEP],"['[CLS]', 'which', 'means', 'israel', 'little', 'nothing', 'app', '##ease', 'white', 'house', '[SEP]']","[101, 2029, 2965, 3956, 2210, 2498, 10439, 19500, 2317, 2160, 102]","[130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130]"
41,476,[CLS] Hamas control Biden administration [SEP],"['[CLS]', 'hamas', 'control', 'bid', '##en', 'administration', '[SEP]']","[101, 22129, 2491, 7226, 2368, 3447, 102]","[131, 131, 131, 131, 131, 131, 131]"
23,605,[CLS] Terrorist sympathizers plus well meaning morons calling  ceasefire  like absorb Hamas propaganda I guess EXCEPT leaders Hamas directly say repeat October   long takes Israel wiped map  [SEP],"['[CLS]', 'terrorist', 'sy', '##mp', '##athi', '##zers', 'plus', 'well', 'meaning', 'mor', '##ons', 'calling', 'ceasefire', 'like', 'absorb', 'hamas', 'propaganda', 'i', 'guess', 'except', 'leaders', 'hamas', 'directly', 'say', 'repeat', 'october', 'long', 'takes', 'israel', 'wiped', 'map', '[SEP]']","[101, 9452, 25353, 8737, 25457, 16750, 4606, 2092, 3574, 22822, 5644, 4214, 26277, 2066, 16888, 22129, 10398, 1045, 3984, 3272, 4177, 22129, 3495, 2360, 9377, 2255, 2146, 3138, 3956, 8342, 4949, 102]","[132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132]"
30,104,[CLS] Starlink support connectivity internationally recognized aid organizations Gaza [SEP],"['[CLS]', 'star', '##link', 'support', 'connectivity', 'internationally', 'recognized', 'aid', 'organizations', 'gaza', '[SEP]']","[101, 2732, 13767, 2490, 20831, 7587, 3858, 4681, 4411, 14474, 102]","[133, 133, 133, 133, 133, 133, 133, 133, 133, 133, 133]"
30,104,[CLS] ComStar [SEP],"['[CLS]', 'com', '##star', '[SEP]']","[101, 4012, 14117, 102]","[134, 134, 134, 134]"
30,562,[CLS] Starlink active Gaza hospital support user user [SEP],"['[CLS]', 'star', '##link', 'active', 'gaza', 'hospital', 'support', 'user', 'user', '[SEP]']","[101, 2732, 13767, 3161, 14474, 2902, 2490, 5310, 5310, 102]","[135, 135, 135, 135, 135, 135, 135, 135, 135, 135]"
78,827,[CLS] So we re going pretend Dave Smith THE redpilled guy libertarian Jew willing talk neocons deflect accusations antisemitism [SEP],"['[CLS]', 'so', 'we', 're', 'going', 'pretend', 'dave', 'smith', 'the', 'red', '##pi', '##lled', 'guy', 'libertarian', 'jew', 'willing', 'talk', 'neo', '##con', '##s', 'def', '##le', '##ct', 'accusations', 'anti', '##se', '##mit', '##ism', '[SEP]']","[101, 2061, 2057, 2128, 2183, 9811, 4913, 3044, 1996, 2417, 8197, 11001, 3124, 19297, 16522, 5627, 2831, 9253, 8663, 2015, 13366, 2571, 6593, 13519, 3424, 3366, 22930, 2964, 102]","[136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136]"
78,827,[CLS] I like let s honest [SEP],"['[CLS]', 'i', 'like', 'let', 's', 'honest', '[SEP]']","[101, 1045, 2066, 2292, 1055, 7481, 102]","[137, 137, 137, 137, 137, 137, 137]"
95,822,[CLS] Shocked even MSDNC realized probably wasn t great idea Pro Hamas propagandists air hours week [SEP],"['[CLS]', 'shocked', 'even', 'ms', '##d', '##nc', 'realized', 'probably', 'wasn', 't', 'great', 'idea', 'pro', 'hamas', 'prop', '##aga', '##ndi', '##sts', 'air', 'hours', 'week', '[SEP]']","[101, 7135, 2130, 5796, 2094, 12273, 3651, 2763, 2347, 1056, 2307, 2801, 4013, 22129, 17678, 16098, 16089, 12837, 2250, 2847, 2733, 102]","[138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138]"
17,412,[CLS] Sen [SEP],"['[CLS]', 'sen', '[SEP]']","[101, 12411, 102]","[139, 139, 139]"
17,412,[CLS] Raphael Warnock calling ceasefire Gaza [SEP],"['[CLS]', 'raphael', 'warn', '##ock', 'calling', 'ceasefire', 'gaza', '[SEP]']","[101, 12551, 11582, 7432, 4214, 26277, 14474, 102]","[140, 140, 140, 140, 140, 140, 140, 140]"
17,622,[CLS] Secretary State Antony Blinken says USA submitted draft resolution UN Security Council calling immediate ceasefire Gaza   tied release hostages held Hamas [SEP],"['[CLS]', 'secretary', 'state', 'antony', 'blink', '##en', 'says', 'usa', 'submitted', 'draft', 'resolution', 'un', 'security', 'council', 'calling', 'immediate', 'ceasefire', 'gaza', 'tied', 'release', 'hostages', 'held', 'hamas', '[SEP]']","[101, 3187, 2110, 16262, 12373, 2368, 2758, 3915, 7864, 4433, 5813, 4895, 3036, 2473, 4214, 6234, 26277, 14474, 5079, 2713, 19323, 2218, 22129, 102]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
39,203,[CLS] Rudy says sent Navy SEALs Army Rangers Gaza rescue hostages [SEP],"['[CLS]', 'rudy', 'says', 'sent', 'navy', 'seals', 'army', 'rangers', 'gaza', 'rescue', 'hostages', '[SEP]']","[101, 18254, 2758, 2741, 3212, 13945, 2390, 7181, 14474, 5343, 19323, 102]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
41,929,[CLS] Remember obstacle peace Middle East simple Palestinian rejection Israel heartfelt support murderous terrorism [SEP],"['[CLS]', 'remember', 'obstacle', 'peace', 'middle', 'east', 'simple', 'palestinian', 'rejection', 'israel', 'heart', '##felt', 'support', 'murderous', 'terrorism', '[SEP]']","[101, 3342, 18355, 3521, 2690, 2264, 3722, 9302, 13893, 3956, 2540, 26675, 2490, 25303, 10130, 102]","[143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143]"
41,929,[CLS] The supposedly moderate Palestinian Authority formed unity government HAMAS [SEP],"['[CLS]', 'the', 'supposedly', 'moderate', 'palestinian', 'authority', 'formed', 'unity', 'government', 'hamas', '[SEP]']","[101, 1996, 10743, 8777, 9302, 3691, 2719, 8499, 2231, 22129, 102]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144]"
95,925,[CLS] Pretty amazing entire establishment media people embedded Hamas terrorist attack     [SEP],"['[CLS]', 'pretty', 'amazing', 'entire', 'establishment', 'media', 'people', 'embedded', 'hamas', 'terrorist', 'attack', '[SEP]']","[101, 3492, 6429, 2972, 5069, 2865, 2111, 11157, 22129, 9452, 2886, 102]","[145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145]"
95,925,[CLS] Are still pretending they re enemy people [SEP],"['[CLS]', 'are', 'still', 'pretending', 'they', 're', 'enemy', 'people', '[SEP]']","[101, 2024, 2145, 12097, 2027, 2128, 4099, 2111, 102]","[146, 146, 146, 146, 146, 146, 146, 146, 146]"
95,925,[CLS] Truly sick people [SEP],"['[CLS]', 'truly', 'sick', 'people', '[SEP]']","[101, 5621, 5305, 2111, 102]","[147, 147, 147, 147, 147]"
17,806,[CLS] President Biden I outraged heartbroken deaths seven humanitarian workers World Central Kitchen including one American Gaza yesterday [SEP],"['[CLS]', 'president', 'bid', '##en', 'i', 'outraged', 'heart', '##broken', 'deaths', 'seven', 'humanitarian', 'workers', 'world', 'central', 'kitchen', 'including', 'one', 'american', 'gaza', 'yesterday', '[SEP]']","[101, 2343, 7226, 2368, 1045, 23558, 2540, 29162, 6677, 2698, 11470, 3667, 2088, 2430, 3829, 2164, 2028, 2137, 14474, 7483, 102]","[148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148]"
17,806,[CLS] They providing food hungry civilians middle war [SEP],"['[CLS]', 'they', 'providing', 'food', 'hungry', 'civilians', 'middle', 'war', '[SEP]']","[101, 2027, 4346, 2833, 7501, 9272, 2690, 2162, 102]","[149, 149, 149, 149, 149, 149, 149, 149, 149]"
17,806,[CLS] They brave selfless [SEP],"['[CLS]', 'they', 'brave', 'self', '##less', '[SEP]']","[101, 2027, 9191, 2969, 3238, 102]","[150, 150, 150, 150, 150, 150]"
17,806,[CLS] Their deaths [SEP],"['[CLS]', 'their', 'deaths', '[SEP]']","[101, 2037, 6677, 102]","[151, 151, 151, 151]"
41,793,[CLS] Politico Senior US officials say ceasefire deal verge collapse [SEP],"['[CLS]', 'pol', '##itic', '##o', 'senior', 'us', 'officials', 'say', 'ceasefire', 'deal', 'verge', 'collapse', '[SEP]']","[101, 14955, 18291, 2080, 3026, 2149, 4584, 2360, 26277, 3066, 16079, 7859, 102]","[152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152]"
93,595,[CLS] Philadelphia PA four masked men walked Cafe Ole Huntingdon proceeded tear Israeli flag yelling  Free Palestine  left [SEP],"['[CLS]', 'philadelphia', 'pa', 'four', 'masked', 'men', 'walked', 'cafe', 'ole', 'hunting', '##don', 'proceeded', 'tear', 'israeli', 'flag', 'yelling', 'free', 'palestine', 'left', '[SEP]']","[101, 4407, 6643, 2176, 16520, 2273, 2939, 7668, 15589, 5933, 5280, 8979, 7697, 5611, 5210, 13175, 2489, 8976, 2187, 102]","[153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153]"
93,595,[CLS] Police investigating [SEP],"['[CLS]', 'police', 'investigating', '[SEP]']","[101, 2610, 11538, 102]","[154, 154, 154, 154]"
