Subject_ID,Tweet_ID,Sentence,Tokens,Indexed_Tokens,Segments_IDs
95,711,[CLS] The Hamas caucus house really upset antisemite removed foreign affairs committee [SEP],"['[CLS]', 'the', 'hamas', 'caucus', 'house', 'really', 'upset', 'anti', '##se', '##mite', 'removed', 'foreign', 'affairs', 'committee', '[SEP]']","[101, 1996, 22129, 13965, 2160, 2428, 6314, 3424, 3366, 23419, 3718, 3097, 3821, 2837, 102]","[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]"
95,711,[CLS] I m shocked but also glad finally people something [SEP],"['[CLS]', 'i', 'm', 'shocked', 'but', 'also', 'glad', 'finally', 'people', 'something', '[SEP]']","[101, 1045, 1049, 7135, 2021, 2036, 5580, 2633, 2111, 2242, 102]","[66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]"
87,425,[CLS] Squad Democrat Ilhan Omars World Cup trip funded Hamastied Qatar [SEP],"['[CLS]', 'squad', 'democrat', 'il', '##han', 'omar', '##s', 'world', 'cup', 'trip', 'funded', 'hamas', '##tie', '##d', 'qatar', '[SEP]']","[101, 4686, 7672, 6335, 4819, 13192, 2015, 2088, 2452, 4440, 6787, 22129, 9515, 2094, 12577, 102]","[67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67]"
26,490,[CLS] Says fist pumping domestic terrorists guy tried overturn election order install thrice philandering serially lying  disciple Jesus  mocked disabled reporter bragged sexually assaulting women [SEP],"['[CLS]', 'says', 'fist', 'pumping', 'domestic', 'terrorists', 'guy', 'tried', 'over', '##turn', 'election', 'order', 'install', 'th', '##rice', 'phil', '##ander', '##ing', 'serial', '##ly', 'lying', 'disciple', 'jesus', 'mocked', 'disabled', 'reporter', 'bragg', '##ed', 'sexually', 'assault', '##ing', 'women', '[SEP]']","[101, 2758, 7345, 14107, 4968, 15554, 3124, 2699, 2058, 22299, 2602, 2344, 16500, 16215, 17599, 6316, 12243, 2075, 7642, 2135, 4688, 17849, 4441, 24195, 9776, 6398, 23678, 2098, 12581, 6101, 2075, 2308, 102]","[68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68]"
26,490,[CLS] You re hypocritical come [SEP],"['[CLS]', 'you', 're', 'h', '##yp', '##oc', '##rit', '##ical', 'come', '[SEP]']","[101, 2017, 2128, 1044, 22571, 10085, 14778, 7476, 2272, 102]","[69, 69, 69, 69, 69, 69, 69, 69, 69, 69]"
75,149,[CLS] Ready historical trip lifetime [SEP],"['[CLS]', 'ready', 'historical', 'trip', 'lifetime', '[SEP]']","[101, 3201, 3439, 4440, 6480, 102]","[70, 70, 70, 70, 70, 70]"
75,149,[CLS] Come join Israel next May [SEP],"['[CLS]', 'come', 'join', 'israel', 'next', 'may', '[SEP]']","[101, 2272, 3693, 3956, 2279, 2089, 102]","[71, 71, 71, 71, 71, 71, 71]"
71,811,[CLS] RFK Jr [SEP],"['[CLS]', 'rf', '##k', 'jr', '[SEP]']","[101, 21792, 2243, 3781, 102]","[72, 72, 72, 72, 72]"
71,811,[CLS] says opposed arming funding Ukraine proxy war Russia [SEP],"['[CLS]', 'says', 'opposed', 'arm', '##ing', 'funding', 'ukraine', 'proxy', 'war', 'russia', '[SEP]']","[101, 2758, 4941, 2849, 2075, 4804, 5924, 24540, 2162, 3607, 102]","[73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73]"
71,811,[CLS] US officials including Joe Biden want make Ukraine  Israel  Europe [SEP],"['[CLS]', 'us', 'officials', 'including', 'joe', 'bid', '##en', 'want', 'make', 'ukraine', 'israel', 'europe', '[SEP]']","[101, 2149, 4584, 2164, 3533, 7226, 2368, 2215, 2191, 5924, 3956, 2885, 102]","[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]"
71,811,[CLS] RFK Jr [SEP],"['[CLS]', 'rf', '##k', 'jr', '[SEP]']","[101, 21792, 2243, 3781, 102]","[75, 75, 75, 75, 75]"
71,811,[CLS] endorses US funding arming Israel [SEP],"['[CLS]', 'end', '##ors', '##es', 'us', 'funding', 'arm', '##ing', 'israel', '[SEP]']","[101, 2203, 5668, 2229, 2149, 4804, 2849, 2075, 3956, 102]","[76, 76, 76, 76, 76, 76, 76, 76, 76, 76]"
71,811,[CLS] This redflag levels hypocrisy [SEP],"['[CLS]', 'this', 'red', '##fl', '##ag', 'levels', 'h', '##yp', '##oc', '##ris', '##y', '[SEP]']","[101, 2023, 2417, 10258, 8490, 3798, 1044, 22571, 10085, 6935, 2100, 102]","[77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77]"
32,685,[CLS] Personally Jew I tend think people using antisemitic rhetoric fact antisemitic [SEP],"['[CLS]', 'personally', 'jew', 'i', 'tend', 'think', 'people', 'using', 'anti', '##se', '##mit', '##ic', 'rhetoric', 'fact', 'anti', '##se', '##mit', '##ic', '[SEP]']","[101, 7714, 16522, 1045, 7166, 2228, 2111, 2478, 3424, 3366, 22930, 2594, 17871, 2755, 3424, 3366, 22930, 2594, 102]","[78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78]"
87,371,[CLS] OUTRAGE [SEP],"['[CLS]', 'outrage', '[SEP]']","[101, 19006, 102]","[79, 79, 79]"
87,371,[CLS] On     days Biden administration gives Irans terrorist regime waiver get   billion funds exchange release   US prisoners held hostage terror regime [SEP],"['[CLS]', 'on', 'days', 'bid', '##en', 'administration', 'gives', 'iran', '##s', 'terrorist', 'regime', 'wai', '##ver', 'get', 'billion', 'funds', 'exchange', 'release', 'us', 'prisoners', 'held', 'hostage', 'terror', 'regime', '[SEP]']","[101, 2006, 2420, 7226, 2368, 3447, 3957, 4238, 2015, 9452, 6939, 23701, 6299, 2131, 4551, 5029, 3863, 2713, 2149, 5895, 2218, 13446, 7404, 6939, 102]","[80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80]"
87,371,[CLS] Biden also release   Iranian prisoners US custody [SEP],"['[CLS]', 'bid', '##en', 'also', 'release', 'iranian', 'prisoners', 'us', 'custody', '[SEP]']","[101, 7226, 2368, 2036, 2713, 7726, 5895, 2149, 9968, 102]","[81, 81, 81, 81, 81, 81, 81, 81, 81, 81]"
77,497,[CLS] My daughter Hebrew school morning former president fomenting antisemitism [SEP],"['[CLS]', 'my', 'daughter', 'hebrew', 'school', 'morning', 'former', 'president', 'f', '##ome', '##nting', 'anti', '##se', '##mit', '##ism', '[SEP]']","[101, 2026, 2684, 6836, 2082, 2851, 2280, 2343, 1042, 8462, 24360, 3424, 3366, 22930, 2964, 102]","[82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82]"
77,497,[CLS] I sad mad incredibly disappointed many suggest simply ignore [SEP],"['[CLS]', 'i', 'sad', 'mad', 'incredibly', 'disappointed', 'many', 'suggest', 'simply', 'ignore', '[SEP]']","[101, 1045, 6517, 5506, 11757, 9364, 2116, 6592, 3432, 8568, 102]","[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
77,497,[CLS] Ignoring problems doesn t make go away [SEP],"['[CLS]', 'ignoring', 'problems', 'doesn', 't', 'make', 'go', 'away', '[SEP]']","[101, 9217, 3471, 2987, 1056, 2191, 2175, 2185, 102]","[84, 84, 84, 84, 84, 84, 84, 84, 84]"
17,611,[CLS] Leader Schumer When former President United States welcomes dinner table several vicious antisemites rather apologize lectures American Jewish leaders insufficient loyalty   incumbent us speak [SEP],"['[CLS]', 'leader', 'sc', '##hum', '##er', 'when', 'former', 'president', 'united', 'states', 'welcome', '##s', 'dinner', 'table', 'several', 'vicious', 'anti', '##se', '##mite', '##s', 'rather', 'apologize', 'lectures', 'american', 'jewish', 'leaders', 'insufficient', 'loyalty', 'incumbent', 'us', 'speak', '[SEP]']","[101, 3003, 8040, 28600, 2121, 2043, 2280, 2343, 2142, 2163, 6160, 2015, 4596, 2795, 2195, 13925, 3424, 3366, 23419, 2015, 2738, 12134, 8921, 2137, 3644, 4177, 13990, 9721, 7703, 2149, 3713, 102]","[85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85]"
94,255,[CLS] Jew [SEP],"['[CLS]', 'jew', '[SEP]']","[101, 16522, 102]","[86, 86, 86]"
94,255,[CLS] Words mean things [SEP],"['[CLS]', 'words', 'mean', 'things', '[SEP]']","[101, 2616, 2812, 2477, 102]","[87, 87, 87, 87, 87]"
94,255,[CLS] When everything called antisemitic helps provide cover actual antisemitism [SEP],"['[CLS]', 'when', 'everything', 'called', 'anti', '##se', '##mit', '##ic', 'helps', 'provide', 'cover', 'actual', 'anti', '##se', '##mit', '##ism', '[SEP]']","[101, 2043, 2673, 2170, 3424, 3366, 22930, 2594, 7126, 3073, 3104, 5025, 3424, 3366, 22930, 2964, 102]","[88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88]"
78,761,[CLS] Isn t crazy almost one political media class talk radical Islamic terrorism anymore [SEP],"['[CLS]', 'isn', 't', 'crazy', 'almost', 'one', 'political', 'media', 'class', 'talk', 'radical', 'islamic', 'terrorism', 'anymore', '[SEP]']","[101, 3475, 1056, 4689, 2471, 2028, 2576, 2865, 2465, 2831, 7490, 5499, 10130, 4902, 102]","[89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89]"
78,761,[CLS] There s concern yet every emergency power government took name terrorism DHL TSA Patriot act part America [SEP],"['[CLS]', 'there', 's', 'concern', 'yet', 'every', 'emergency', 'power', 'government', 'took', 'name', 'terrorism', 'dh', '##l', 'ts', '##a', 'patriot', 'act', 'part', 'america', '[SEP]']","[101, 2045, 1055, 5142, 2664, 2296, 5057, 2373, 2231, 2165, 2171, 10130, 28144, 2140, 24529, 2050, 16419, 2552, 2112, 2637, 102]","[90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90]"
95,418,[CLS] Instead taking personal responsibility like man vile views Jews user goes full leftist like coward blames Trump [SEP],"['[CLS]', 'instead', 'taking', 'personal', 'responsibility', 'like', 'man', 'vile', 'views', 'jews', 'user', 'goes', 'full', 'leftist', 'like', 'coward', 'blame', '##s', 'trump', '[SEP]']","[101, 2612, 2635, 3167, 5368, 2066, 2158, 25047, 5328, 5181, 5310, 3632, 2440, 24247, 2066, 16592, 7499, 2015, 8398, 102]","[91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91]"
95,418,[CLS] In interview [SEP],"['[CLS]', 'in', 'interview', '[SEP]']","[101, 1999, 4357, 102]","[92, 92, 92, 92]"
95,418,[CLS] Gonzalez attributed remarks descent described online Trump world [SEP],"['[CLS]', 'gonzalez', 'attributed', 'remarks', 'descent', 'described', 'online', 'trump', 'world', '[SEP]']","[101, 10121, 7108, 12629, 6934, 2649, 3784, 8398, 2088, 102]","[93, 93, 93, 93, 93, 93, 93, 93, 93, 93]"
20,915,[CLS] Imperialists often raise example WWII accusations genocide justify war [SEP],"['[CLS]', 'imperial', '##ists', 'often', 'raise', 'example', 'wwii', 'accusations', 'genocide', 'justify', 'war', '[SEP]']","[101, 4461, 5130, 2411, 5333, 2742, 25755, 13519, 14052, 16114, 2162, 102]","[94, 94, 94, 94, 94, 94, 94, 94, 94, 94, 94, 94]"
20,915,[CLS] Eg [SEP],"['[CLS]', 'e', '##g', '[SEP]']","[101, 1041, 2290, 102]","[95, 95, 95, 95]"
20,915,[CLS] incubator babies Kuwait [SEP],"['[CLS]', 'inc', '##uba', '##tor', 'babies', 'kuwait', '[SEP]']","[101, 4297, 19761, 4263, 10834, 13085, 102]","[96, 96, 96, 96, 96, 96, 96]"
20,915,[CLS] But left response question identify Hitlerlevel threat [SEP],"['[CLS]', 'but', 'left', 'response', 'question', 'identify', 'hitler', '##lev', '##el', 'threat', '[SEP]']","[101, 2021, 2187, 3433, 3160, 6709, 8042, 20414, 2884, 5081, 102]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97]"
20,915,[CLS] Must [SEP],"['[CLS]', 'must', '[SEP]']","[101, 2442, 102]","[98, 98, 98]"
20,915,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[99, 99]"
78,112,[CLS] If mission create antisemitism country couldn t better job ADL [SEP],"['[CLS]', 'if', 'mission', 'create', 'anti', '##se', '##mit', '##ism', 'country', 'couldn', 't', 'better', 'job', 'ad', '##l', '[SEP]']","[101, 2065, 3260, 3443, 3424, 3366, 22930, 2964, 2406, 2481, 1056, 2488, 3105, 4748, 2140, 102]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
78,356,[CLS] If don t support Israel ain t black [SEP],"['[CLS]', 'if', 'don', 't', 'support', 'israel', 'ain', 't', 'black', '[SEP]']","[101, 2065, 2123, 1056, 2490, 3956, 7110, 1056, 2304, 102]","[101, 101, 101, 101, 101, 101, 101, 101, 101, 101]"
52,242,[CLS] I try invoke Jewish identity opinions value merits ethnicity [SEP],"['[CLS]', 'i', 'try', 'in', '##vo', '##ke', 'jewish', 'identity', 'opinions', 'value', 'merits', 'ethnicity', '[SEP]']","[101, 1045, 3046, 1999, 6767, 3489, 3644, 4767, 10740, 3643, 22617, 18240, 102]","[102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102]"
52,242,[CLS] But policing black celebrities embarrassing [SEP],"['[CLS]', 'but', 'policing', 'black', 'celebrities', 'embarrassing', '[SEP]']","[101, 2021, 21107, 2304, 12330, 16436, 102]","[103, 103, 103, 103, 103, 103, 103]"
52,242,[CLS] Also massively hypocritical US media Jewish groups silent US backing openly neoNazi Azov Battalion Ukraine [SEP],"['[CLS]', 'also', 'massive', '##ly', 'h', '##yp', '##oc', '##rit', '##ical', 'us', 'media', 'jewish', 'groups', 'silent', 'us', 'backing', 'openly', 'neon', '##azi', 'az', '##ov', 'battalion', 'ukraine', '[SEP]']","[101, 2036, 5294, 2135, 1044, 22571, 10085, 14778, 7476, 2149, 2865, 3644, 2967, 4333, 2149, 5150, 10132, 16231, 16103, 17207, 4492, 4123, 5924, 102]","[104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104]"
41,569,[CLS] I mean look vile shit NYT [SEP],"['[CLS]', 'i', 'mean', 'look', 'vile', 'shit', 'ny', '##t', '[SEP]']","[101, 1045, 2812, 2298, 25047, 4485, 6396, 2102, 102]","[105, 105, 105, 105, 105, 105, 105, 105, 105]"
41,569,[CLS] Israels military killed TERRORISTS [SEP],"['[CLS]', 'israel', '##s', 'military', 'killed', 'terrorists', '[SEP]']","[101, 3956, 2015, 2510, 2730, 15554, 102]","[106, 106, 106, 106, 106, 106, 106]"
41,569,[CLS] Palestinian terrorists killed SYNAGOGUE ATTENDEES [SEP],"['[CLS]', 'palestinian', 'terrorists', 'killed', 'synagogue', 'attendees', '[SEP]']","[101, 9302, 15554, 2730, 13067, 19973, 102]","[107, 107, 107, 107, 107, 107, 107]"
41,569,[CLS] To NYT cycle violence [SEP],"['[CLS]', 'to', 'ny', '##t', 'cycle', 'violence', '[SEP]']","[101, 2000, 6396, 2102, 5402, 4808, 102]","[108, 108, 108, 108, 108, 108, 108]"
30,657,[CLS] I look forward speaking          Israel time X user harness opportunities mitigate risks AI good civilization [SEP],"['[CLS]', 'i', 'look', 'forward', 'speaking', 'israel', 'time', 'x', 'user', 'harness', 'opportunities', 'mit', '##igate', 'risks', 'ai', 'good', 'civilization', '[SEP]']","[101, 1045, 2298, 2830, 4092, 3956, 2051, 1060, 5310, 17445, 6695, 10210, 28731, 10831, 9932, 2204, 10585, 102]","[109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109]"
60,612,[CLS] I know people Israel right wondering something [SEP],"['[CLS]', 'i', 'know', 'people', 'israel', 'right', 'wondering', 'something', '[SEP]']","[101, 1045, 2113, 2111, 3956, 2157, 6603, 2242, 102]","[110, 110, 110, 110, 110, 110, 110, 110, 110]"
60,612,[CLS] Ill say WE FUCKING WARNED YOU [SEP],"['[CLS]', 'ill', 'say', 'we', 'fucking', 'warned', 'you', '[SEP]']","[101, 5665, 2360, 2057, 8239, 7420, 2017, 102]","[111, 111, 111, 111, 111, 111, 111, 111]"
26,337,[CLS] He makes sick stomach [SEP],"['[CLS]', 'he', 'makes', 'sick', 'stomach', '[SEP]']","[101, 2002, 3084, 5305, 4308, 102]","[112, 112, 112, 112, 112, 112]"
26,337,[CLS] Hadn t families suffered enough [SEP],"['[CLS]', 'hadn', 't', 'families', 'suffered', 'enough', '[SEP]']","[101, 2910, 1056, 2945, 4265, 2438, 102]","[113, 113, 113, 113, 113, 113, 113]"
26,337,[CLS] What kind monster needs exacerbate pain calling massacre babies  hoax  [SEP],"['[CLS]', 'what', 'kind', 'monster', 'needs', 'ex', '##ace', '##rba', '##te', 'pain', 'calling', 'massacre', 'babies', 'hoax', '[SEP]']","[101, 2054, 2785, 6071, 3791, 4654, 10732, 28483, 2618, 3255, 4214, 9288, 10834, 28520, 102]","[114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114]"
26,337,[CLS] What parent planet stand someone like [SEP],"['[CLS]', 'what', 'parent', 'planet', 'stand', 'someone', 'like', '[SEP]']","[101, 2054, 6687, 4774, 3233, 2619, 2066, 102]","[115, 115, 115, 115, 115, 115, 115, 115]"
26,337,[CLS] I don t get [SEP],"['[CLS]', 'i', 'don', 't', 'get', '[SEP]']","[101, 1045, 2123, 1056, 2131, 102]","[116, 116, 116, 116, 116, 116]"
26,337,[CLS] But dollar amount enough [SEP],"['[CLS]', 'but', 'dollar', 'amount', 'enough', '[SEP]']","[101, 2021, 7922, 3815, 2438, 102]","[117, 117, 117, 117, 117, 117]"
28,102,[CLS] Happy Hanukkah [SEP],"['[CLS]', 'happy', 'han', '##uk', '##ka', '##h', '[SEP]']","[101, 3407, 7658, 6968, 2912, 2232, 102]","[118, 118, 118, 118, 118, 118, 118]"
28,102,[CLS] Brandy I Grateful Blessed able celebrate survival Jewish people Auburn Hillel [SEP],"['[CLS]', 'brandy', 'i', 'grateful', 'blessed', 'able', 'celebrate', 'survival', 'jewish', 'people', 'auburn', 'hill', '##el', '[SEP]']","[101, 17951, 1045, 8794, 10190, 2583, 8439, 7691, 3644, 2111, 12704, 2940, 2884, 102]","[119, 119, 119, 119, 119, 119, 119, 119, 119, 119, 119, 119, 119, 119]"
48,785,[CLS] Go fuck [SEP],"['[CLS]', 'go', 'fuck', '[SEP]']","[101, 2175, 6616, 102]","[120, 120, 120, 120]"
48,785,[CLS] Israel IS apartheid state [SEP],"['[CLS]', 'israel', 'is', 'apartheid', 'state', '[SEP]']","[101, 3956, 2003, 17862, 2110, 102]","[121, 121, 121, 121, 121, 121]"
71,702,[CLS] Free Palestine trending [SEP],"['[CLS]', 'free', 'palestine', 'trend', '##ing', '[SEP]']","[101, 2489, 8976, 9874, 2075, 102]","[122, 122, 122, 122, 122, 122]"
71,702,[CLS] This reminder biggest impediment Palestines liberation USAs ceaseless funding Israels apartheid regime [SEP],"['[CLS]', 'this', 'reminder', 'biggest', 'imp', '##ed', '##ime', '##nt', 'palestine', '##s', 'liberation', 'usa', '##s', 'cease', '##less', 'funding', 'israel', '##s', 'apartheid', 'regime', '[SEP]']","[101, 2023, 14764, 5221, 17727, 2098, 14428, 3372, 8976, 2015, 7931, 3915, 2015, 13236, 3238, 4804, 3956, 2015, 17862, 6939, 102]","[123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123, 123]"
52,681,[CLS] Former Israeli PM Naftali Bennet NATO  decided necessary continue smash Putin negotiate  They broke negotiations seemed wrong  [SEP],"['[CLS]', 'former', 'israeli', 'pm', 'na', '##ft', '##ali', 'ben', '##net', 'nato', 'decided', 'necessary', 'continue', 'smash', 'putin', 'negotiate', 'they', 'broke', 'negotiations', 'seemed', 'wrong', '[SEP]']","[101, 2280, 5611, 7610, 6583, 6199, 11475, 3841, 7159, 10079, 2787, 4072, 3613, 15132, 22072, 13676, 2027, 3631, 7776, 2790, 3308, 102]","[124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124, 124]"
39,914,[CLS] Dershowitz said Trump asked dinner    Jews voted strongly supported Israel [SEP],"['[CLS]', 'der', '##sho', '##witz', 'said', 'trump', 'asked', 'dinner', 'jews', 'voted', 'strongly', 'supported', 'israel', '[SEP]']","[101, 4315, 22231, 15362, 2056, 8398, 2356, 4596, 5181, 5444, 6118, 3569, 3956, 102]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]"
39,914,[CLS] Dersh said told Trump Jews also care gay rights abortion climate change gun control separation church state terrible [SEP],"['[CLS]', 'der', '##sh', 'said', 'told', 'trump', 'jews', 'also', 'care', 'gay', 'rights', 'abortion', 'climate', 'change', 'gun', 'control', 'separation', 'church', 'state', 'terrible', '[SEP]']","[101, 4315, 4095, 2056, 2409, 8398, 5181, 2036, 2729, 5637, 2916, 11324, 4785, 2689, 3282, 2491, 8745, 2277, 2110, 6659, 102]","[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
87,730,[CLS] Biden gang walks back claim drone strike killed senior alQaeda leader USA military officials walking back claims recent strike Syria killed influential alQaeda figure following assertions dead man s family ties terrorists father    tending sheep slain American missile [SEP],"['[CLS]', 'bid', '##en', 'gang', 'walks', 'back', 'claim', 'drone', 'strike', 'killed', 'senior', 'al', '##qa', '##eda', 'leader', 'usa', 'military', 'officials', 'walking', 'back', 'claims', 'recent', 'strike', 'syria', 'killed', 'influential', 'al', '##qa', '##eda', 'figure', 'following', 'assertion', '##s', 'dead', 'man', 's', 'family', 'ties', 'terrorists', 'father', 'tending', 'sheep', 'slain', 'american', 'missile', '[SEP]']","[101, 7226, 2368, 6080, 7365, 2067, 4366, 18465, 4894, 2730, 3026, 2632, 19062, 11960, 3003, 3915, 2510, 4584, 3788, 2067, 4447, 3522, 4894, 7795, 2730, 6383, 2632, 19062, 11960, 3275, 2206, 23617, 2015, 2757, 2158, 1055, 2155, 7208, 15554, 2269, 25069, 8351, 19668, 2137, 7421, 102]","[127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127]"
78,319,[CLS] Bernie Sanders approximately Jewish ham sandwich topped shrimp lard bread [SEP],"['[CLS]', 'bernie', 'sanders', 'approximately', 'jewish', 'ham', 'sandwich', 'topped', 'shrimp', 'la', '##rd', 'bread', '[SEP]']","[101, 15941, 12055, 3155, 3644, 10654, 11642, 9370, 20130, 2474, 4103, 7852, 102]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128, 128]"
30,723,[CLS] Because answer  Yes  regarding seeking donations hence JG s refusal answer question [SEP],"['[CLS]', 'because', 'answer', 'yes', 'regarding', 'seeking', 'donations', 'hence', 'j', '##g', 's', 'refusal', 'answer', 'question', '[SEP]']","[101, 2138, 3437, 2748, 4953, 6224, 11440, 6516, 1046, 2290, 1055, 13948, 3437, 3160, 102]","[129, 129, 129, 129, 129, 129, 129, 129, 129, 129, 129, 129, 129, 129, 129]"
30,723,[CLS] JG instead went attack implying Sorkin despite Jewish somehow antiSemite asking basic conflictofinterest question [SEP],"['[CLS]', 'j', '##g', 'instead', 'went', 'attack', 'implying', 'so', '##rkin', 'despite', 'jewish', 'somehow', 'anti', '##se', '##mite', 'asking', 'basic', 'conflict', '##of', '##int', '##eres', '##t', 'question', '[SEP]']","[101, 1046, 2290, 2612, 2253, 2886, 20242, 2061, 26891, 2750, 3644, 5064, 3424, 3366, 23419, 4851, 3937, 4736, 11253, 18447, 18702, 2102, 3160, 102]","[130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130]"
87,441,[CLS] Atlanta Mayor Says Quiet Part Out Loud About Saturdays Leftist Terrorism City [SEP],"['[CLS]', 'atlanta', 'mayor', 'says', 'quiet', 'part', 'out', 'loud', 'about', 'saturdays', 'leftist', 'terrorism', 'city', '[SEP]']","[101, 5865, 3664, 2758, 4251, 2112, 2041, 5189, 2055, 18860, 24247, 10130, 2103, 102]","[131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131]"
87,441,[CLS]  So make mistake individuals meant harm people property  [SEP],"['[CLS]', 'so', 'make', 'mistake', 'individuals', 'meant', 'harm', 'people', 'property', '[SEP]']","[101, 2061, 2191, 6707, 3633, 3214, 7386, 2111, 3200, 102]","[132, 132, 132, 132, 132, 132, 132, 132, 132, 132]"
32,451,[CLS] As actual jew particularly enraging [SEP],"['[CLS]', 'as', 'actual', 'jew', 'particularly', 'en', '##rag', '##ing', '[SEP]']","[101, 2004, 5025, 16522, 3391, 4372, 29181, 2075, 102]","[133, 133, 133, 133, 133, 133, 133, 133, 133]"
30,472,[CLS] Artificial intelligence discussion PM Netanyahu hour [SEP],"['[CLS]', 'artificial', 'intelligence', 'discussion', 'pm', 'net', '##any', '##ahu', 'hour', '[SEP]']","[101, 7976, 4454, 6594, 7610, 5658, 19092, 21463, 3178, 102]","[134, 134, 134, 134, 134, 134, 134, 134, 134, 134]"
94,118,[CLS] And subject theres difference acknowledging celebrity said something foolish claiming celebrity responsible violence [SEP],"['[CLS]', 'and', 'subject', 'there', '##s', 'difference', 'acknowledging', 'celebrity', 'said', 'something', 'foolish', 'claiming', 'celebrity', 'responsible', 'violence', '[SEP]']","[101, 1998, 3395, 2045, 2015, 4489, 21894, 8958, 2056, 2242, 13219, 6815, 8958, 3625, 4808, 102]","[135, 135, 135, 135, 135, 135, 135, 135, 135, 135, 135, 135, 135, 135, 135, 135]"
94,118,[CLS] Anyone whos going violence Ye said something Jews already going violence [SEP],"['[CLS]', 'anyone', 'who', '##s', 'going', 'violence', 'ye', 'said', 'something', 'jews', 'already', 'going', 'violence', '[SEP]']","[101, 3087, 2040, 2015, 2183, 4808, 6300, 2056, 2242, 5181, 2525, 2183, 4808, 102]","[136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136]"
78,807,[CLS] Absolutely [SEP],"['[CLS]', 'absolutely', '[SEP]']","[101, 7078, 102]","[137, 137, 137]"
78,807,[CLS] The ADL represents Jews way Fortune     CEOs represent men [SEP],"['[CLS]', 'the', 'ad', '##l', 'represents', 'jews', 'way', 'fortune', 'ceo', '##s', 'represent', 'men', '[SEP]']","[101, 1996, 4748, 2140, 5836, 5181, 2126, 7280, 5766, 2015, 5050, 2273, 102]","[138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138]"
78,807,[CLS] It s tiny substratum way represents entire group [SEP],"['[CLS]', 'it', 's', 'tiny', 'sub', '##stra', '##tum', 'way', 'represents', 'entire', 'group', '[SEP]']","[101, 2009, 1055, 4714, 4942, 20528, 11667, 2126, 5836, 2972, 2177, 102]","[139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139]"
